,사업장명,업태구분명,지번주소,좌표정보(X),좌표정보(Y),네이버_별점,방문자리뷰수,블로그리뷰수,대표메뉴_메뉴,대표메뉴_가격,음식이 맛있어요_비율,혼밥하기 좋아요_비율,재료가 신선해요_비율,특별한 메뉴가 있어요_비율,친절해요_비율,양이 많아요_비율,매장이 청결해요_비율,가성비가 좋아요_비율,인테리어가 멋져요_비율,건강한 맛이에요_비율,아늑해요_비율,메뉴 구성이 알차요_비율,차분한 분위기예요_비율,매장이 넓어요_비율,뷰가 좋아요_비율,음악이 좋아요_비율,특별한 날 가기 좋아요_비율,비싼 만큼 가치있어요_비율,단체모임 하기 좋아요_비율,화장실이 깨끗해요_비율,반찬이 잘 나와요_비율,주차하기 편해요_비율,대화하기 좋아요_비율,컨셉이 독특해요_비율,음식이 빨리 나와요_비율,좌석이 편해요_비율,사진이 잘 나와요_비율,집중하기 좋아요_비율,혼술하기 좋아요_비율,잡내가 적어요_비율,야외공간이 멋져요_비율,기본 안주가 좋아요_비율,향신료가 강하지 않아요_비율,환기가 잘 돼요_비율,술이 다양해요_비율,고기 질이 좋아요_비율,음료가 맛있어요_비율,직접 잘 구워줘요_비율,현지 맛에 가까워요_비율,오래 머무르기 좋아요_비율,디저트가 맛있어요_비율,라이브공연이 훌륭해요_비율,코스요리가 알차요_비율,커피가 맛있어요_비율,빵이 맛있어요_비율,종류가 다양해요_비율,차가 맛있어요_비율,선물하기 좋아요_비율,주문제작을 잘해줘요_비율,포장이 깔끔해요_비율,반려동물과 가기 좋아요_비율,샐러드바가 잘 되어있어요_비율,아이와 가기 좋아요_비율,파티하기 좋아요_비율,룸이 잘 되어있어요_비율,깨끗해요_비율,조용히 쉬기 좋아요_비율,침구가 좋아요_비율,냉난방이 잘돼요_비율,화장실이 잘 되어있어요_비율,방음이 잘돼요_비율,즐길 거리가 많아요_비율,호캉스하기 좋아요_비율,근처에 갈 곳이 많아요_비율,벌레 걱정 없어요_비율,보안시설이 잘 되어있어요_비율,바비큐 해먹기 좋아요 _비율,온수가 잘 나와요_비율,어울려 놀기 좋아요_비율,공용시설 관리가 잘돼요_비율,전기 사용이 편해요_비율,취사시설이 잘 되어있어요_비율,마트 이용이 편해요_비율,도보거리_km,도보시간_분
811,강수돌곱창,"곱창,막창,양",서울특별시 마포구 서교동 358-136번지 ,193048.3007,450080.1902,,307,580,모듬곱창(소) | 한우대창 | 한우등심콜라보 | 치즈볶음밥 | 한우막창구이,"38,000 | 20,000 | 42,000 | 4,000 | 20,000",0.247752248,0.002997003,0.045954046,0.030969031,0.092907093,0.068931069,0.020979021,0.041958042,0.010989011,0.003996004,0.010989011,0.020979021,0.003996004,0.041958042,0.001998002,,0.002997003,0.001998002,0.031968032,0.004995005,0.018981019,,,,0.003996004,,,,,0.052947053,0.002997003,,,,,0.16983017,,0.061938062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.991,13.2
812,강제로시작한떡볶이 홍대점,떡볶이,서울특별시 마포구 서교동 486 서교푸르지오 ,193187.803,450172.1789,,0,0,[토핑가득]강시떡볶이 | [시그니처]훈제막창떡볶이 | [강추]차돌(우삼겹)떡볶이 | 마라떡볶이 | 로제떡볶이,"10,900 | 19,900 | 19,900 | 15,900 | 14,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,14.5
813,개성곰탕 합정본점,국밥,서울특별시 마포구 서교동 490 메세나폴리스 ,192311.6426,449855.6439,,398,1632,"개성 백곰탕(히밥, 한채아, 원픽) | 개성 녹곰탕(딘딘.지상렬,김민경) | 명란 비빔밥 | 꼬리곰탕 | 꼬리찜(2~3인분)","16,000 | 12,000 | 12,000 | 26,000 | 95,000",0.221071864,0.046285018,0.144945189,0.115712546,0.075517661,0.047503045,0.045676005,0.016443362,0.146772229,0.03227771,0.007308161,0.006699147,0.005481121,0.022533496,0.010353228,0.002436054,,0.002436054,0.003045067,0.001218027,0.004263094,0.008526188,0.004872107,0.009744214,0.005481121,0.001218027,0.001218027,,,0.003045067,0.000609013,,,,,0.005481121,,,,0.000609013,,,0.000609013,,,,,,,,,,0.000609013,,,,,,,,,,,,,,,,,,,,,1.393,20.1
814,갤러리카페 바이아스,갤러리카페,서울특별시 마포구 서교동 330-1 낙원주택 ,193559.7952,450466.1183,,759,149,스페셜 캔음료(변동),,0.05045045,,,0.011711712,0.12972973,,0.055855856,0.021621622,0.12972973,,0.003603604,0.000900901,,0.011711712,,0.004504505,0.008108108,,0.002702703,0.00990991,,,0.024324324,0.052252252,,0.008108108,0.07027027,0.004504505,,,,,,,,,0.131531532,,,0.000900901,0.122522523,,,0.141441441,,,,,0.000900901,,,,0.000900901,0.001801802,,,,,,,,,,,,,,,,,,,,1.231,16.3
815,갤러리펍제이,술집,서울특별시 마포구 서교동 337-15,193580.3714,450174.5463,,0,0,맥주(변동),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.864,11.8
816,갯마을생선구이,한식,서울특별시 마포구 서교동 449-1번지 성지빌딩1층 104호 ,192617.2652,450646.3182,4.23,204,9,[생선구이]고등어구이 | [생선구이]삼치구이 | [생선구이]갈치구이 | [생선구이]조기구이 | [생선구이]가자미구이,"12,000 | 12,000 | 12,000 | 11,000 | 11,000",0.354700855,0.051282051,0.098290598,0.042735043,0.106837607,0.106837607,0.017094017,0.14957265,,,,,,0.012820513,0.004273504,,0.004273504,,0.012820513,,0.017094017,0.008547009,,,0.012820513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,22.2
817,건어물캬바레,"맥주,호프",서울특별시 마포구 서교동 394-81 1층 ,192479.4017,449671.4427,,219,82,건어물모듬 | 먹태 | 두툼육포 | 촉촉오징어 | 문어다리,"19,500 | 15,000 | 13,000 | 14,000 | 9,000",0.191374663,,,0.037735849,0.075471698,,0.018867925,0.140161725,0.040431267,,0.002695418,0.002695418,,0.010781671,,0.029649596,,,0.040431267,0.016172507,,,0.083557951,0.002695418,,,,,0.02425876,,,0.083557951,,,0.175202156,,,,,0.02425876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.047,15.3
818,게릴라 파티,술집,서울특별시 마포구 서교동 404-26 팜파스빌딩,192831.4231,449674.1703,,0,0,미정,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.785,9.9
819,게판,요리주점,서울특별시 마포구 서교동 363-5,193084.5912,449853.4199,,103,384,순두부해물짬뽕탕 | 황태해장칼국수 | 수육보쌈 | 부추훈제오리 | 소고기버섯전골,"24,000 | 24,000 | 22,000 | 20,000 | 26,000",0.232911392,,0.015189873,0.050632911,0.091139241,0.017721519,0.035443038,0.037974684,0.078481013,0.002531646,,0.012658228,,0.032911392,0.005063291,0.075949367,,,0.030379747,0.02278481,,0.002531646,0.043037975,,0.002531646,,0.010126582,,,,0.002531646,0.093670886,,,0.083544304,,,,,0.005063291,,,,,,,,,,,0.002531646,,0.002531646,0.007594937,0.002531646,,,,,,,,,,,,,,,,,,,0.715,9.3
820,경이로운커피 홍대점,"카페,디저트",서울특별시 마포구 서교동 328-60 ,193646.1717,450339.3557,,7,4,코코넛커피 스무디 | 블루베리요거트 스무디 | 딸기라떼 | 에그 핫도그 | 어니언 핫도그,"6,500 | 6,500 | 7,000 | 6,000 | 5,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.062,14.2
821,경호네,요리주점,서울특별시 마포구 서교동 363-22 우준빌딩 ,193061.4483,449881.603,,23,21,통영 굴보쌈 | 강원도식 닭도리탕 | 안동식 찜닭 | 엄나무 닭백숙 | 전라도식 소고기들깨탕,"34,000 | 28,000 | 28,000 | 28,000 | 28,000",0.232323232,,0.02020202,0.111111111,0.101010101,0.050505051,0.03030303,0.080808081,0.04040404,0.01010101,0.01010101,0.060606061,,0.060606061,0.04040404,0.02020202,,,0.04040404,0.01010101,,,0.03030303,,,,,,,,,0.04040404,,,0.01010101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.735,9.2
822,계주상회숯불닭갈비,닭갈비,서울특별시 마포구 서교동 332-22 ,193424.2777,450422.3077,,79,180,,,0.234309623,0.008368201,0.046025105,0.058577406,0.054393305,0.146443515,0.008368201,0.154811715,0.020920502,,0.0041841,0.0041841,,0.033472803,0.0041841,,0.0041841,,0.050209205,,0.0041841,0.0041841,,,0.0041841,,,,,0.016736402,,,,,,0.133891213,,,,0.0041841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.137,15.1
823,고샌드 홍대점,샌드위치,서울특별시 마포구 서교동 374-11 ,192689.1283,450100.8345,,263,73,[패스오더전용] 100원 아메리카노 | 햄에그치즈 샌드위치(half) | 감자샐러드 샌드위치 | 루꼴라잠봉뵈르 샌드위치 | 케이준치킨랩,"100 | 4,500 | 5,900 | 8,900 | 7,900",0.215151515,0.105050505,0.197979798,0.041414141,0.074747475,0.039393939,0.060606061,0.062626263,0.039393939,0.048484848,0.008080808,0.013131313,0.002020202,0.062626263,0.001010101,0.001010101,,,,,,,0.004040404,,0.007070707,0.003030303,,0.002020202,0.001010101,,,,,,,,0.003030303,,,0.002020202,,,,0.004040404,,,,,,0.001010101,,,,,,,,,,,,,,,,,,,,,,,,1.298,16.6
824,고수포차 본점,한식,서울특별시 마포구 서교동 399-24 2층 ,192683.2688,449608.3249,,94,92,얼큰차돌박이탕 | 얼큰 김치우동,"25,000 | 25,000",0.241157556,0.003215434,0.035369775,0.025723473,0.144694534,0.067524116,0.032154341,0.035369775,0.099678457,,0.003215434,0.009646302,,0.051446945,0.003215434,0.041800643,0.019292605,0.009646302,0.051446945,0.054662379,0.003215434,,0.009646302,0.028938907,0.003215434,,0.003215434,0.006430868,,,,,,,0.012861736,,,,,0.003215434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.783,9.8
825,고수포차 본점,한식,서울특별시 마포구 서교동 399-24 2층 ,192683.2688,449608.3249,,94,92,얼큰차돌박이탕 | 얼큰 김치우동,"25,000 | 25,000",0.241157556,0.003215434,0.035369775,0.025723473,0.144694534,0.067524116,0.032154341,0.035369775,0.099678457,,0.003215434,0.009646302,,0.051446945,0.003215434,0.041800643,0.019292605,0.009646302,0.051446945,0.054662379,0.003215434,,0.009646302,0.028938907,0.003215434,,0.003215434,0.006430868,,,,,,,0.012861736,,,,,0.003215434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.783,9.8
826,고엔 합정,요리주점,서울특별시 마포구 서교동 399-19 ,192675.1936,449658.6687,,328,80,명란치즈감자 | 아사쿠사 숯불 수제 야끼토리 7종 | 한우 대창 우삼겹 모츠나베 | 소금김밥과 숙성광어사시미 | 매콤해물파스타전골,"18,500 | 23,000 | 28,000 | 33,000 | 26,000",0.226657163,,0.006414825,0.095509622,0.107626515,0.00427655,0.040627227,0.014255167,0.099786172,0.001425517,0.009978617,0.016393443,0.000712758,0.004989309,0.002138275,0.072701354,0.001425517,0.002138275,0.013542409,0.009265859,,,0.063435495,0.001425517,0.001425517,0.000712758,0.009265859,,0.002138275,,,0.071988596,,,0.110477548,,0.002138275,,,0.004989309,,0.000712758,,,,,,,,,,,0.000712758,,0.000712758,,,,,,,,,,,,,,,,,,,0.846,10.6
827,고요커피,"카페,디저트",서울특별시 마포구 서교동 494 서교동 효성 해링턴 타워,192571.3982,449840.2342,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.115,15.7
828,고토히라우동,"우동,소바",서울특별시 마포구 서교동 327-20 ,193674.7825,450314.4491,4.49,1253,755,해물우동 | 에비텐우동 | 냉우동 | 치쿠와우동 | 김치돈가스우동,"9,500 | 9,500 | 10,000 | 9,000 | 10,500",0.288302119,0.098863985,0.083205404,0.078292908,0.115136629,0.114829598,0.020878109,0.099785078,0.025176543,0.004912496,0.02118514,0.010132023,0.007061713,0.003684372,0.001228124,0.001535155,0.001228124,,0.001842186,0.001535155,0.001228124,,0.005526558,0.000921093,0.008596868,,0.000307031,,,,,0.000307031,0.000307031,,,0.000614062,,,0.002763279,0.000307031,,,,,,,,,,,,,0.000307031,,,,,,,,,,,,,,,,,,,,,1.057,14.2
829,고토히라우동,"우동,소바",서울특별시 마포구 서교동 327-20 ,193674.7825,450314.4491,4.49,1253,755,해물우동 | 에비텐우동 | 냉우동 | 치쿠와우동 | 김치돈가스우동,"9,500 | 9,500 | 10,000 | 9,000 | 10,500",0.288302119,0.098863985,0.083205404,0.078292908,0.115136629,0.114829598,0.020878109,0.099785078,0.025176543,0.004912496,0.02118514,0.010132023,0.007061713,0.003684372,0.001228124,0.001535155,0.001228124,,0.001842186,0.001535155,0.001228124,,0.005526558,0.000921093,0.008596868,,0.000307031,,,,,0.000307031,0.000307031,,,0.000614062,,,0.002763279,0.000307031,,,,,,,,,,,,,0.000307031,,,,,,,,,,,,,,,,,,,,,1.057,14.2
830,고향집김치삼겹살 합정역점,"육류,고기요리",서울특별시 마포구 서교동 394-23 ,192427.201,449674.7358,4.32,629,1487,생삼겹살 | 생목살 | 항정살 | 소생갈비살 | 한우차돌,"16,000 | 16,000 | 19,000 | 23,000 | 25,000",0.295592048,0.015557476,0.037165082,0.042350908,0.07951599,0.052722558,0.025064823,0.052722558,0.019878997,0.006914434,0.004321521,0.012100259,0.000864304,0.072601556,0.014693172,,0.000864304,0.003457217,0.070872947,0.000864304,0.006914434,,,,0.011235955,,,,,0.024200519,,,,0.001728608,,0.142610199,,0.001728608,,0.000864304,,,0.001728608,,,,,,,,,,0.000864304,,,,,,,,,,,,,,,,,,,,,1.116,16.2
831,골목포차 홍대,요리주점,서울특별시 마포구 서교동 407-16 1층,193019.4842,449800.2944,,102,31,아롱사태수육 | 닭볶음탕 | 알탕 | 스지 오뎅탕 | 통삼겹살구이,"26,000 | 24,000 | 22,000 | 22,000 | 22,000",0.238219895,,0.005235602,0.010471204,0.104712042,0.02617801,0.031413613,0.162303665,0.023560209,,0.010471204,0.054973822,,0.010471204,,0.117801047,,0.002617801,0.034031414,0.013089005,,,0.096858639,0.002617801,0.002617801,0.002617801,0.010471204,,0.005235602,,,0.015706806,,,0.002617801,,0.002617801,,,0.010471204,,,,,,,,,,,,,,0.002617801,,,,,,,,,,,,,,,,,,,,0.727,9.4
832,공간비틀즈,"맥주,호프",서울특별시 마포구 서교동 335-4 ,193590.1709,450318.0743,,47,49,감바스 | 합주실A | 합주실B | 순살치킨 | 브리치즈구이,"16,000 | 150,000 | 360,000 | 19,000 | 17,000",0.110344828,,0.006896552,0.020689655,0.096551724,,,0.096551724,0.048275862,,0.006896552,0.006896552,,,,0.179310345,0.006896552,,0.089655172,0.006896552,,,0.062068966,0.020689655,,,0.013793103,,0.027586207,,,0.048275862,,,0.075862069,,0.013793103,,,0.048275862,,0.006896552,,,,,,,,,,,,0.006896552,,,,,,,,,,,,,,,,,,,,1.083,14.5
833,공공일 클럽,공연장,서울특별시 마포구 서교동 360-18 지1층 ,193216.9278,449861.6098,4.0,12,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.602,8.6
834,공덕김밥,김밥,서울특별시 마포구 서교동 478-3 동궁빌딩,192351.4614,450337.3655,4.52,1240,157,참치듬뿍 마요 김밥 | 매콤제육 김밥 | 공덕 김밥 | 참치 듬뿍 와사비 김밥 | 새싹샐러드 김밥,"5,300 | 5,500 | 4,000 | 5,500 | 5,000",0.354123354,0.143451143,0.102564103,0.031878032,0.146916147,0.036729037,0.027720028,0.132363132,0.006237006,0.001386001,0.000693001,0.001386001,0.000693001,0.002079002,0.001386001,,0.000693001,,0.002772003,0.002079002,,0.000693001,,,0.003465003,,,,,,,,,,,,,,,,,,,,,,,,,0.000693001,,,,,,,,,,,,,,,,,,,,,,,,1.743,22.2
835,공명 홍대점,"카페,디저트",서울특별시 마포구 서교동 409-15 ,193042.3436,449739.7209,,5692,1853,공명라떼 (Only ice) | 애플망고 에이드 (Only ice) | 비스킷슈 | 티라미수 마들렌 | 피스타치오 마들렌,"6,500 | 7,000 | 4,600 | 4,200 | 4,200",0.003280355,,0.000277213,0.044769913,0.057290704,0.000184809,0.024209943,0.005451857,0.157641841,0.000138607,0.008223988,0.002356311,0.004111994,0.026935871,0.0169562,0.004989836,0.000277213,0.001247459,0.000462022,0.003326557,,0.000138607,0.056967289,0.001108852,0.000508224,0.00318795,0.070504528,0.018527074,4.62e-05,,0.007761966,,,,,,0.095084088,,,0.001386065,0.19575864,,,0.181759379,0.0021253,0.001247459,0.000323415,0.000231011,4.62e-05,4.62e-05,4.62e-05,,9.24e-05,,0.000877841,,,,,,,,,,,,,,,,,,,0.65,8.5
836,공이도시,"카페,디저트",서울특별시 마포구 서교동 340-5 ,193428.1258,450253.0232,,344,30,"도시푸딩 | 공이라떼(변동), 도시라떼(변동), 바나나 라떼(변동), 커스터드 푸딩 (도시 푸딩)","7,000 | 6,500",0.000796813,,0.000796813,0.065338645,0.119521912,,0.065338645,0.018326693,0.140239044,0.000796813,0.005577689,0.001593625,0.003984064,0.002390438,0.009561753,0.006374502,0.002390438,,0.000796813,0.005577689,,,0.068525896,0.006374502,0.002390438,0.013545817,0.065338645,0.012749004,,,,,,,,,0.125896414,,,0.001593625,0.140239044,,,0.110756972,,,,0.000796813,0.000796813,0.000796813,,,,,0.000796813,,,,,,,,,,,,,,,,,,,0.939,12.7
837,공중캠프,바(BAR),서울특별시 마포구 서교동 325-9번지 ,193847.1522,450280.4212,,26,14,Delirium Tremens | Delirium Red | Delirium Nocturnum | Duvel Tripel Hop | Fireball(shot),"14,000 | 14,000 | 14,000 | 14,000 | 9,000",0.051282051,,,,0.141025641,,0.025641026,0.025641026,0.115384615,,,,,,,0.192307692,,,0.012820513,,,,0.102564103,,,0.012820513,,,0.025641026,,,0.102564103,,,0.141025641,,0.012820513,,,0.038461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.093,14.6
838,공중캠프,바(BAR),서울특별시 마포구 서교동 325-9번지 ,193847.1522,450280.4212,,26,14,Delirium Tremens | Delirium Red | Delirium Nocturnum | Duvel Tripel Hop | Fireball(shot),"14,000 | 14,000 | 14,000 | 14,000 | 9,000",0.051282051,,,,0.141025641,,0.025641026,0.025641026,0.115384615,,,,,,,0.192307692,,,0.012820513,,,,0.102564103,,,0.012820513,,,0.025641026,,,0.102564103,,,0.141025641,,0.012820513,,,0.038461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.159,15.5
839,공중캠프,바(BAR),서울특별시 마포구 서교동 325-9번지 ,193847.1522,450280.4212,,26,14,Delirium Tremens | Delirium Red | Delirium Nocturnum | Duvel Tripel Hop | Fireball(shot),"14,000 | 14,000 | 14,000 | 14,000 | 9,000",0.051282051,,,,0.141025641,,0.025641026,0.025641026,0.115384615,,,,,,,0.192307692,,,0.012820513,,,,0.102564103,,,0.012820513,,,0.025641026,,,0.102564103,,,0.141025641,,0.012820513,,,0.038461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.093,14.6
840,공중캠프,바(BAR),서울특별시 마포구 서교동 325-9번지 ,193847.1522,450280.4212,,26,14,Delirium Tremens | Delirium Red | Delirium Nocturnum | Duvel Tripel Hop | Fireball(shot),"14,000 | 14,000 | 14,000 | 14,000 | 9,000",0.051282051,,,,0.141025641,,0.025641026,0.025641026,0.115384615,,,,,,,0.192307692,,,0.012820513,,,,0.102564103,,,0.012820513,,,0.025641026,,,0.102564103,,,0.141025641,,0.012820513,,,0.038461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.159,15.5
841,공중캠프,바(BAR),서울특별시 마포구 서교동 325-9번지 ,193847.1522,450280.4212,,26,14,Delirium Tremens | Delirium Red | Delirium Nocturnum | Duvel Tripel Hop | Fireball(shot),"14,000 | 14,000 | 14,000 | 14,000 | 9,000",0.051282051,,,,0.141025641,,0.025641026,0.025641026,0.115384615,,,,,,,0.192307692,,,0.012820513,,,,0.102564103,,,0.012820513,,,0.025641026,,,0.102564103,,,0.141025641,,0.012820513,,,0.038461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.093,14.6
842,공중캠프,바(BAR),서울특별시 마포구 서교동 325-9번지 ,193847.1522,450280.4212,,26,14,Delirium Tremens | Delirium Red | Delirium Nocturnum | Duvel Tripel Hop | Fireball(shot),"14,000 | 14,000 | 14,000 | 14,000 | 9,000",0.051282051,,,,0.141025641,,0.025641026,0.025641026,0.115384615,,,,,,,0.192307692,,,0.012820513,,,,0.102564103,,,0.012820513,,,0.025641026,,,0.102564103,,,0.141025641,,0.012820513,,,0.038461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.159,15.5
843,공차 홍대점,차,서울특별시 마포구 서교동 345-13 ,193144.3727,450286.94,,2135,143,,,,,,0.063175868,0.126351736,,0.031303358,0.045532157,0.012521343,,0.001138304,0.000569152,0.000569152,,0.00569152,,,0.000569152,,0.00284576,,0.002276608,0.013090495,,0.003414912,0.011383039,0.00569152,0.006829824,,,,,,,,,0.378486056,,,,0.062606716,,,,,0.002276608,0.223676722,,,,,,,,,,,,,,,,,,,,,,,,,,,1.198,16.2
844,공차 홍대점,차,서울특별시 마포구 서교동 345-13 ,193144.3727,450286.94,,2135,143,,,,,,0.063175868,0.126351736,,0.031303358,0.045532157,0.012521343,,0.001138304,0.000569152,0.000569152,,0.00569152,,,0.000569152,,0.00284576,,0.002276608,0.013090495,,0.003414912,0.011383039,0.00569152,0.006829824,,,,,,,,,0.378486056,,,,0.062606716,,,,,0.002276608,0.223676722,,,,,,,,,,,,,,,,,,,,,,,,,,,1.198,16.2
845,과일담은요거트맛집 요맛 홍대점,아이스크림,서울특별시 마포구 서교동 486 서교푸르지오 ,193187.803,450172.1789,,191,95,,,0.050314465,0.018867925,0.055031447,0.048742138,0.108490566,0.012578616,0.053459119,0.081761006,0.036163522,0.025157233,0.045597484,0.051886792,0.006289308,,0.001572327,,,0.006289308,,0.001572327,,,0.006289308,0.003144654,0.004716981,0.003144654,0.006289308,0.007861635,,,,,,,,,0.040880503,,,,0.235849057,,,0.033018868,,0.023584906,,,,0.02672956,0.003144654,,0.001572327,,,,,,,,,,,,,,,,,,,,,1.09,14.5
846,과일담은요거트맛집 요맛 홍대점,아이스크림,서울특별시 마포구 서교동 486 서교푸르지오 ,193187.803,450172.1789,,191,95,,,0.050314465,0.018867925,0.055031447,0.048742138,0.108490566,0.012578616,0.053459119,0.081761006,0.036163522,0.025157233,0.045597484,0.051886792,0.006289308,,0.001572327,,,0.006289308,,0.001572327,,,0.006289308,0.003144654,0.004716981,0.003144654,0.006289308,0.007861635,,,,,,,,,0.040880503,,,,0.235849057,,,0.033018868,,0.023584906,,,,0.02672956,0.003144654,,0.001572327,,,,,,,,,,,,,,,,,,,,,1.09,14.5
847,광동포차,포장마차,서울특별시 마포구 서교동 407-27 ,193065.6011,449807.0937,,278,107,연어샐러드 | 헤물계란탕 | 황도후르츠 | 감자튀김 | 타고와사비,"16,000 | 16,000 | 10,000 | 13,000 | 15,000",0.331147541,,,0.052459016,0.150819672,,0.006557377,0.052459016,0.009836066,0.003278689,,0.006557377,0.003278689,0.016393443,0.003278689,0.039344262,,,0.06557377,0.003278689,,,0.068852459,,,,,,,,,0.098360656,,,0.049180328,,,,,0.039344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,9.0
848,광주의맛,한식,서울특별시 마포구 서교동 408-25,192965.9959,449641.769,,28,40,닭도리탕 | 광주식애호박찌개 | 공기밥 | 대접밥(김+참기름) | 황도,"35,000 | 25,000 | 1,500 | 2,500 | 6,000",0.216,0.04,0.088,0.016,0.144,0.144,0.032,0.152,,,0.024,,,,,,,,0.04,,,,0.056,,0.024,,,,0.016,,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.644,8.2
849,괜찮은생고기,"육류,고기요리",서울특별시 마포구 서교동 411-8번지 ,193042.5006,449687.6485,,282,72,제육쌈밥 ( 제육+ 된장찌개 + 쌈) | 자반구이 | 청국장+야채비빔밥 | 돌솥비빔밥 | 돌솥곤드레,"12,000 | 12,000 | 11,000 | 10,000 | 10,000",0.341333333,0.053333333,0.021333333,0.045333333,0.106666667,0.104,0.021333333,0.170666667,0.005333333,,0.002666667,0.002666667,0.002666667,0.013333333,0.005333333,,0.002666667,,0.018666667,0.005333333,0.021333333,0.002666667,,,,,,,,,,,,,,0.050666667,,0.002666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.574,7.5
850,교장맥주 홍대입구역점,"맥주,호프",서울특별시 마포구 서교동 331-22 ,193394.4162,450432.3189,,2586,801,교장국물닭발(오뎅튀김&떡) | 닭발유니버스(무뼈) | 교장 김피탕 | 스키야키 샤브샤브(보통맛) | 스키야키 샤브샤브(매운맛),"17,900 | 23,900 | 23,900 | 19,800 | 19,800",0.206125828,0.000724338,0.001655629,0.044495033,0.058050497,0.004346026,0.022040563,0.076469371,0.085161424,0.000724338,0.012727649,0.010140728,0.001034768,0.011485927,0.001655629,0.076055464,0.000206954,0.001552152,0.03549255,0.007243377,,0.000413907,0.090645695,0.006001656,0.004863411,0.000931291,0.002483444,0.001034768,0.004863411,,0.00031043,0.128414735,,,0.08236755,,0.002069536,,,0.006415563,0.001241722,0.000620861,0.001448675,0.000827815,,,,,,,0.000103477,,0.000103477,0.000827815,0.006622517,,,,,,,,,,,,,,,,,,,1.168,15.3
851,교촌치킨 홍대점,"치킨,닭강정","서울특별시 마포구 서교동 371-3번지 1,2층 ",192873.286,450150.3756,4.3,942,83,,,0.401449275,0.010144928,0.065217391,0.049275362,0.104347826,0.053623188,0.04057971,0.042028986,0.015942029,0.001449275,,0.004347826,,0.108695652,0.004347826,0.001449275,0.008695652,0.001449275,0.062318841,0.011594203,,,0.001449275,,0.001449275,0.002898551,,,,0.005797101,,,,,,,,,,,,,,,,,,,,,,,0.001449275,,,,,,,,,,,,,,,,,,,,,1.09,14.8
852,구삼짜글이 홍대직영점,한식,서울특별시 마포구 서교동 330-54 ,193510.0341,450448.452,,2,0,짜글이x마약간장불고기 2인세트 | 삼겹순두부짜글이 2인세트 | 돼지김치짜글이 2인세트 | 삼겹순두부짜글이 도시락 | 돼지짜글이 도시락,"28,900 | 22,900 | 20,900 | 11,900 | 9,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.218,16.1
853,구울램 합정,양꼬치,서울특별시 마포구 서교동 396-61 ,192660.3599,449669.3333,,1744,516,숙성 마라 양꼬치 | 점보 양꼬치 | 프렌치랙(180g) | 숄더랙(220g) | 꿔바로우,"20,000 | 19,000 | 38,000 | 35,000 | 22,000",0.222922087,0.003012461,0.021771875,0.054361221,0.119676845,0.043680679,0.071751335,0.007941942,0.09311242,0.002738601,0.008489662,0.007668082,0.006709571,0.033410927,0.004518691,,0.004655621,0.004655621,0.012871423,0.00191702,0.007941942,0.00013693,,0.00095851,0.00219088,0.00095851,,,,0.033684787,0.00027386,,,0.00191702,,0.209229084,,0.016020813,,0.00027386,,,0.00054772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.878,11.0
