,사업장명,업태구분명,지번주소,좌표정보(X),좌표정보(Y),네이버_별점,방문자리뷰수,블로그리뷰수,대표메뉴_메뉴,대표메뉴_가격,음식이 맛있어요_비율,혼밥하기 좋아요_비율,재료가 신선해요_비율,특별한 메뉴가 있어요_비율,친절해요_비율,양이 많아요_비율,매장이 청결해요_비율,가성비가 좋아요_비율,인테리어가 멋져요_비율,건강한 맛이에요_비율,아늑해요_비율,메뉴 구성이 알차요_비율,차분한 분위기예요_비율,매장이 넓어요_비율,뷰가 좋아요_비율,음악이 좋아요_비율,특별한 날 가기 좋아요_비율,비싼 만큼 가치있어요_비율,단체모임 하기 좋아요_비율,화장실이 깨끗해요_비율,반찬이 잘 나와요_비율,주차하기 편해요_비율,대화하기 좋아요_비율,컨셉이 독특해요_비율,음식이 빨리 나와요_비율,좌석이 편해요_비율,사진이 잘 나와요_비율,집중하기 좋아요_비율,혼술하기 좋아요_비율,잡내가 적어요_비율,야외공간이 멋져요_비율,기본 안주가 좋아요_비율,향신료가 강하지 않아요_비율,환기가 잘 돼요_비율,술이 다양해요_비율,고기 질이 좋아요_비율,음료가 맛있어요_비율,직접 잘 구워줘요_비율,현지 맛에 가까워요_비율,오래 머무르기 좋아요_비율,디저트가 맛있어요_비율,라이브공연이 훌륭해요_비율,코스요리가 알차요_비율,커피가 맛있어요_비율,빵이 맛있어요_비율,종류가 다양해요_비율,차가 맛있어요_비율,선물하기 좋아요_비율,주문제작을 잘해줘요_비율,포장이 깔끔해요_비율,반려동물과 가기 좋아요_비율,샐러드바가 잘 되어있어요_비율,아이와 가기 좋아요_비율,파티하기 좋아요_비율,룸이 잘 되어있어요_비율,깨끗해요_비율,조용히 쉬기 좋아요_비율,침구가 좋아요_비율,냉난방이 잘돼요_비율,화장실이 잘 되어있어요_비율,방음이 잘돼요_비율,즐길 거리가 많아요_비율,호캉스하기 좋아요_비율,근처에 갈 곳이 많아요_비율,벌레 걱정 없어요_비율,보안시설이 잘 되어있어요_비율,바비큐 해먹기 좋아요 _비율,온수가 잘 나와요_비율,어울려 놀기 좋아요_비율,공용시설 관리가 잘돼요_비율,전기 사용이 편해요_비율,취사시설이 잘 되어있어요_비율,마트 이용이 편해요_비율,도보거리_km,도보시간_분
2214,행복은간장밥 홍대점,한식,서울특별시 마포구 서교동 486 서교푸르지오 ,193187.803,450172.1789,,626,69,간장 연새 덮밥 | 순살 꽃게장 덮밥 | 족발 장조림 덮밥 | 소고기 장조림 덮밥 | 간장 육회 덮밥,"10,900 | 10,900 | 10,900 | 8,900 | 10,900",0.261355175,0.154877141,0.135517498,0.059568131,0.078183172,0.09977662,0.057334326,0.08190618,0.013402829,0.006701415,0.002978407,0.006701415,0.002233805,0.013402829,0.001489203,0.002233805,0.002233805,,0.001489203,0.00446761,0.000744602,0.002233805,0.001489203,0.000744602,0.001489203,,,,0.000744602,0.001489203,,,,,,0.002978407,0.000744602,,,,,,,0.000744602,,,,,,,,,0.000744602,,,,,,,,,,,,,,,,,,,,,1.09,14.5
2215,향미,한식,서울특별시 마포구 서교동 358-95 ,193155.9924,450075.1822,4.46,178,150,삼치구이백반 | 제육볶음 | 고갈비백반 | 낙지비빔밥 | 닭도리탕,"8,500 | 7,500 | 8,000 | 7,500 | 7,500",0.293706294,0.129370629,0.08041958,0.017482517,0.06993007,0.132867133,0.006993007,0.216783217,0.003496503,0.003496503,,0.003496503,,0.003496503,,,,0.003496503,0.003496503,,0.024475524,0.003496503,,,,,,,,0.003496503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.909,12.4
2216,향미각,중식당,서울특별시 마포구 서교동 352-4번지 ,192853.0818,450309.3961,,459,46,짜장면 | 간짜장 | 짬뽕 | 해물쟁반짜장 | 삼선짬뽕,"7,000 | 8,000 | 8,000 | 8,000 | 10,000",0.414233577,0.058394161,0.065693431,0.051094891,0.094890511,0.076642336,0.031021898,0.133211679,0.003649635,0.005474453,,,,0.012773723,0.009124088,,,,0.025547445,0.003649635,,0.003649635,,,0.00729927,,,,,0.001824818,,,,,,0.001824818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,18.1
2217,향원정,한식,서울특별시 마포구 서교동 386-10번지 1층 ,192387.8381,449971.3178,4.44,339,313,차돌박이 | 양 | 소곱창 | 내장곰탕 보통 | 곱창전골(소),"29,000 | 29,000 | 26,000 | 10,000 | 30,000",0.370143149,0.022494888,0.110429448,0.067484663,0.085889571,0.077709611,0.038854806,0.071574642,0.008179959,0.00204499,,0.00408998,,0.067484663,0.006134969,,0.006134969,,0.042944785,0.00204499,0.00408998,,0.00204499,,0.006134969,,,,,0.00204499,,,0.00204499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.343,19.4
2218,향원정,한식,서울특별시 마포구 서교동 386-10번지 1층 ,192387.8381,449971.3178,4.44,339,313,차돌박이 | 양 | 소곱창 | 내장곰탕 보통 | 곱창전골(소),"29,000 | 29,000 | 26,000 | 10,000 | 30,000",0.370143149,0.022494888,0.110429448,0.067484663,0.085889571,0.077709611,0.038854806,0.071574642,0.008179959,0.00204499,,0.00408998,,0.067484663,0.006134969,,0.006134969,,0.042944785,0.00204499,0.00408998,,0.00204499,,0.006134969,,,,,0.00204499,,,0.00204499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.343,19.4
2219,허밋,클럽,서울특별시 마포구 서교동 394-19 반(Bahn) ,192478.6789,449659.8692,,28,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.056,15.4
2220,허밍벨라,"카페,디저트","서울특별시 마포구 서교동 395-199 1층, 2층 ",192856.2174,449788.1427,,603,1220,바나나 라떼(only ice) | 피스타치오 크림라떼(only ice) | 시나몬 아인슈페너(hot/ice) | 아메리카노(hot/ice) | 더치커피(only ice),"6,500 | 6,500 | 7,000 | 5,000 | 6,000",0.0227365,,0.007308161,0.074299635,0.048315063,0.001218027,0.018270402,0.010962241,0.139261064,0.006496143,0.006496143,0.00365408,0.001218027,0.076329679,0.01908242,0.001218027,0.002030045,0.001624036,0.006902152,0.001218027,,,0.022330491,0.000406009,,0.004060089,0.061713358,0.002842063,,,0.041412911,,,,,,0.086073894,,,0.001218027,0.181485993,,,0.140073082,0.004872107,0.001624036,,0.001218027,,0.000812018,0.001218027,,,,,,,,,,,,,,,,,,,,,,,0.926,11.7
2221,허밍벨라,"카페,디저트","서울특별시 마포구 서교동 395-199 1층, 2층 ",192856.2174,449788.1427,,603,1220,바나나 라떼(only ice) | 피스타치오 크림라떼(only ice) | 시나몬 아인슈페너(hot/ice) | 아메리카노(hot/ice) | 더치커피(only ice),"6,500 | 6,500 | 7,000 | 5,000 | 6,000",0.0227365,,0.007308161,0.074299635,0.048315063,0.001218027,0.018270402,0.010962241,0.139261064,0.006496143,0.006496143,0.00365408,0.001218027,0.076329679,0.01908242,0.001218027,0.002030045,0.001624036,0.006902152,0.001218027,,,0.022330491,0.000406009,,0.004060089,0.061713358,0.002842063,,,0.041412911,,,,,,0.086073894,,,0.001218027,0.181485993,,,0.140073082,0.004872107,0.001624036,,0.001218027,,0.000812018,0.001218027,,,,,,,,,,,,,,,,,,,,,,,0.926,11.7
2222,허쓸,피자,서울특별시 마포구 서교동 363-1 ,193124.9714,449865.2472,,3,26,맥주,"6,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.679,8.5
2223,헐리우드랙,수입의류,서울특별시 마포구 서교동 490 메세나폴리스 ,192311.6426,449855.6439,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.393,20.1
2224,험프스,피자,서울특별시 마포구 서교동 369-28,192870.4392,450017.1131,,5,6,험프스 피자 | 하와이안 피자 | 치즈 피자 | 머쉬룸 앤 트러플 오일 피자 | 페퍼로니 피자,"30,000 | 30,000 | 27,000 | 30,000 | 27,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.034,13.2
2225,헙 홍대본점,요리주점,서울특별시 마포구 서교동 410-7,193062.0784,449744.2877,,257,187,중독 해물 볶음 우동 | 냉제육 | 돼지고기후추볶음 | 직접 만드는 수제 햄 스테이크 | 갓성비 육전,"16,900 | 13,900 | 13,900 | 16,900 | 14,900",0.183426443,0.005586592,0.011173184,0.067970205,0.053072626,0.01396648,0.027932961,0.094972067,0.075418994,0.005586592,0.015828678,0.01396648,0.012104283,0.01396648,0.00744879,0.089385475,0.000931099,0.005586592,0.008379888,0.005586592,,,0.072625698,0.008379888,,0.000931099,0.011173184,0.006517691,0.00744879,,,0.096834264,,,0.054934823,,0.00744879,,,0.001862197,0.00744879,0.00744879,0.004655493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,8.5
2226,헤이스위티 홍대점,빙수,서울특별시 마포구 서교동 351-9 ,192878.9294,450317.1555,,54,65,생망고 쉐이크 | 생망고빙수 | 생망고 보틀케이크 | 골드망고 | 후르츠 롤케이크(변동),"5,300 | 21,900 | 6,900 | 9,900 | ",0.021978022,,0.027472527,0.131868132,0.065934066,,0.071428571,0.038461538,0.087912088,0.010989011,0.027472527,,0.010989011,0.005494505,,,,,,0.010989011,,0.005494505,0.06043956,0.005494505,0.010989011,0.005494505,0.038461538,,,,,,,,,,0.137362637,,,0.010989011,0.159340659,,,0.049450549,,,,,,0.005494505,,,,,,,,,,,,,,,,,,,,,,,,1.387,18.4
2227,헤이츄러스,"카페,디저트",서울특별시 마포구 서교동 358-42,193079.1341,450062.2288,,1,0,crown (L) | crown ice cream (L) | crown (M) | crown ice cream (M) | ice plain,"15,000 | 17,500 | 10,000 | 12,500 | 6,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,13.1
2228,헤이티키,술집,서울특별시 마포구 서교동 363-20 삼진빌딩 ,193026.1177,449882.9844,,16,6,X-bomb | 데킬라 선라이즈 | 블루하와이안 | 모히토 | 미도리샤워,"5,900 | 5,900 | 7,900 | 7,900 | 7,900",0.109589041,,0.01369863,,0.068493151,0.02739726,,0.109589041,0.082191781,,0.02739726,,,,0.054794521,0.109589041,,,,,,,0.054794521,0.02739726,,0.01369863,0.082191781,,0.01369863,,,0.054794521,,,0.150684932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.861,10.8
2229,헤즈업 홍대점,"맥주,호프",서울특별시 마포구 서교동 407-26 ,193050.6428,449815.1462,,103,0,맥주&칵테일 | 새틀라이트 | 데일리,"10,000 | 30,000 | 10,000",0.042253521,0.008450704,0.002816901,0.008450704,0.104225352,,0.067605634,0.061971831,0.107042254,0.005633803,0.005633803,,,0.016901408,,0.115492958,0.002816901,,0.053521127,0.025352113,,,0.138028169,0.011267606,0.002816901,0.002816901,0.005633803,0.01971831,0.014084507,,0.002816901,0.022535211,,,0.101408451,,0.002816901,,,0.03943662,,,,0.002816901,,,,,,,,,,0.005633803,,,,,,,,,,,,,,,,,,,,0.707,9.2
2230,헬로인디아 홍대점,인도음식,서울특별시 마포구 서교동 332-4 ,193460.9204,450410.1932,,539,56,"다양한주류(변동), Tandoorichicken","20,000",0.231917872,0.009332711,0.062529165,0.03779748,0.130657956,0.055996267,0.059262716,0.048996734,0.098460103,0.003266449,0.01259916,0.015865609,0.007466169,0.081661223,0.00419972,,0.013532431,0.002333178,0.016332245,0.013532431,,,,0.00419972,0.002799813,0.00419972,,,,,,,0.007466169,,,,,,0.073728418,0.000933271,,,0.000933271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.156,15.3
2231,헬로팬닭갈비 홍대점,닭갈비,서울특별시 마포구 서교동 334-18 ,193471.6257,450289.6728,,925,102,"푸짐하고 맛있는 [ 커플SET 2 ] | [산더미닭갈비,비조리] 3인분+1인분서비스 1kg | 닭갈비1인분+볶음밥1인분 set | [ 패밀리 ] 닭갈비3인분+면사리1+볶음밥2+음료2 | [ MZ들의 Pick 트렌디한] 리치골드닭갈비","35,000 | 29,900 | 21,500 | 55,700 | 15,000",0.249413146,0.022007042,0.015258216,0.061619718,0.110035211,0.092723005,0.06778169,0.0657277,0.075410798,0.00528169,0.046361502,0.020833333,0.018485915,0.019659624,0.001760563,,0.000293427,0.000586854,0.005868545,0.001467136,0.003521127,,,0.002640845,0.004107981,0.004107981,,,,0.012617371,,,,0.000586854,,0.078051643,,0.011443662,,0.001173709,,,,,,,,,,,,,0.000880282,,0.000293427,,,,,,,,,,,,,,,,,,,0.99,13.3
2232,헬로헬로 쑬,요리주점,서울특별시 마포구 서교동 331-4번지 지1층 오른쪽 ,193392.0153,450406.9112,,110,114,"하이볼 | 칵테일(6,000~9,000원), 세계맥주(6,000~8,000원), 국산맥주 500ml | 소주","8,000 | 6,000 | 5,000",0.147058824,,,0.107843137,0.06372549,,0.009803922,0.06372549,0.107843137,,,,,,0.004901961,0.044117647,,,0.019607843,0.014705882,,,0.083333333,0.004901961,,,,,0.009803922,,,0.058823529,,,0.220588235,,,,,0.039215686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.113,14.8
2233,현우동 홍대,"우동,소바",서울특별시 마포구 서교동 358-40 ,193074.957,450044.9247,,228,589,토리텐붓카케 | 텐뿌라붓카케 | 멘타이코가마바타우동 | 멘타이코앙카케다마고토지우동 | 텐토지동,"13,000 | 13,000 | 14,000 | 14,000 | 14,000",0.272222222,0.095833333,0.093055556,0.1125,0.129166667,0.073611111,0.0625,0.041666667,0.016666667,0.002777778,0.015277778,0.006944444,0.011111111,0.018055556,,,0.001388889,0.005555556,0.002777778,0.0125,,,0.002777778,,0.001388889,,0.001388889,0.001388889,0.001388889,0.001388889,,,,0.001388889,,0.001388889,,,0.011111111,,,,,,,,,,,0.001388889,,,0.001388889,,,,,,,,,,,,,,,,,,,,,0.946,12.8
2234,형제닭발 홍대점,닭발,서울특별시 마포구 서교동 334-19 ,193480.2227,450302.0868,,373,50,A set(직화닭발 + 오돌뼈 세트) | B set(국물닭발 + 오돌뼈 세트) | C set (닭도리탕+오돌뼈 세트) | 직화무뼈닭발 | 직화튤립닭발,"36,000 | 38,000 | 41,000 | 18,000 | 18,000",0.257016248,0.006646972,0.016248154,0.038404727,0.116691285,0.088626292,0.085672083,0.078286558,0.049483013,0.000738552,0.052437223,0.046528804,0.020679468,0.025110783,0.000738552,0.000738552,0.001477105,,0.013293944,0.001477105,0.008124077,,0.002215657,0.000738552,0.003692762,0.006646972,,,,0.019202363,,0.007385524,,0.002215657,,0.037666174,,0.006646972,,0.002215657,,,0.002215657,,,,,,,,,,,,0.000738552,,,,,,,,,,,,,,,,,,,0.994,13.4
2235,형제닭발 홍대점,닭발,서울특별시 마포구 서교동 334-19 ,193480.2227,450302.0868,,373,50,A set(직화닭발 + 오돌뼈 세트) | B set(국물닭발 + 오돌뼈 세트) | C set (닭도리탕+오돌뼈 세트) | 직화무뼈닭발 | 직화튤립닭발,"36,000 | 38,000 | 41,000 | 18,000 | 18,000",0.257016248,0.006646972,0.016248154,0.038404727,0.116691285,0.088626292,0.085672083,0.078286558,0.049483013,0.000738552,0.052437223,0.046528804,0.020679468,0.025110783,0.000738552,0.000738552,0.001477105,,0.013293944,0.001477105,0.008124077,,0.002215657,0.000738552,0.003692762,0.006646972,,,,0.019202363,,0.007385524,,0.002215657,,0.037666174,,0.006646972,,0.002215657,,,0.002215657,,,,,,,,,,,,0.000738552,,,,,,,,,,,,,,,,,,,0.994,13.4
2236,형제상회,포장마차,서울특별시 마포구 서교동 400-13번지 1층4호 ,192711.3815,449598.0041,,193,147,깻잎 막회 | 통골벵이 맑은탕 | 가리비탕 | 대구뽈 매운탕 (얼큰/지리) | 막회(변동),"38,000 | 26,000 | 26,000 | 26,000 | ",0.266497462,,0.02284264,0.07106599,0.134517766,0.010152284,0.020304569,0.101522843,0.025380711,0.005076142,,0.005076142,,,,0.02284264,,0.002538071,0.045685279,0.005076142,,,0.076142132,,0.005076142,0.002538071,0.002538071,,0.020304569,,,0.088832487,,,0.027918782,,,,,0.038071066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.753,9.4
2237,형제소머리국밥,"곰탕,설렁탕",서울특별시 마포구 서교동 247-54번지 ,192277.4035,450656.8899,,289,49,소머리국밥 대 | 스지수육 대 | 콩국수 | 소머리국밥 중 | 해장국,"10,000 | 33,000 | 8,000 | 8,000 | 8,000",0.437665782,0.098143236,0.103448276,0.015915119,0.103448276,0.047745358,0.045092838,0.116710875,0.00265252,,0.00265252,,,0.01061008,,,,,0.00795756,0.00265252,,,,,,,,,,0.00265252,,,,,,0.00265252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.957,25.4
2238,형제소머리국밥,"곰탕,설렁탕",서울특별시 마포구 서교동 247-54번지 ,192277.4035,450656.8899,,289,49,소머리국밥 대 | 스지수육 대 | 콩국수 | 소머리국밥 중 | 해장국,"10,000 | 33,000 | 8,000 | 8,000 | 8,000",0.437665782,0.098143236,0.103448276,0.015915119,0.103448276,0.047745358,0.045092838,0.116710875,0.00265252,,0.00265252,,,0.01061008,,,,,0.00795756,0.00265252,,,,,,,,,,0.00265252,,,,,,0.00265252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.957,25.4
2239,호걸커피,베이커리,서울특별시 마포구 서교동 394-25 동양한강트레벨,192402.4686,449701.625,,395,7,"커스텀 라떼(변동), 솔티너티 크림 라떼 | 흑임자 크림 라떼 | 쌀 크림 라떼 | 말차 크림 라떼","4,500 | 4,300 | 4,600 | 4,300",0.003337784,,,0.05941255,0.072096128,0.000667557,0.039385848,0.086782377,0.094125501,,0.008010681,0.005340454,0.016688919,0.006008011,0.004672897,0.012016021,,,,0.001335113,,,0.032042724,0.007343124,0.001335113,0.00200267,0.021361816,0.020694259,,,,,,,,,0.106141522,,,,0.175567423,,,0.198931909,0.015353805,0.007343124,,,0.001335113,,0.000667557,,,,,,,,,,,,,,,,,,,,,,,1.139,16.5
2240,호계 합정본점,요리주점,서울특별시 마포구 서교동 396-61 동궁빌리지 ,192660.3599,449669.3333,,1140,376,"마늘 누룽지(무료), (시그니처)모닝글로리 통닭 | 오리지널 통닭 | 흑초칠리 통닭 | 마라 크림 통닭","26,500 | 19,900 | 25,500 | 28,500",0.235904083,0.001512206,0.077554547,0.149276302,0.094836898,0.039317347,0.026355584,0.022683085,0.136314539,0.005616764,0.023331173,0.01728235,0.001728235,0.011017498,0.007344999,0.011449557,0.004104558,0.000864118,0.008209116,0.004968676,0.001296176,,0.022034997,0.039749406,0.004536617,0.001512206,0.003240441,,0.000216029,0.000864118,0.000216029,0.014473968,0.004320588,,0.019658674,0.003888529,0.001944264,,0.001080147,0.000648088,,,0.000216029,,,,,,,,,,,0.000216029,0.000216029,,,,,,,,,,,,,,,,,,,0.878,11.0
2241,호박꽃 홍대점,일식당,서울특별시 마포구 서교동 408-18 스페이스빌딩 ,192978.9548,449666.6206,,405,78,호박꽃 모리 아와세(3-4인) | 호박 모리아와세 커플세트 | 우설 100g (한우) | 늑간살 100g (와규) | 안창살 100g (와규),"118,000 | 78,000 | 23,000 | 19,000 | 24,000",0.2092257,0.003294893,0.140032949,0.064250412,0.117517847,0.04667765,0.040087864,0.031301483,0.107633169,0.002196595,0.031301483,0.020318506,0.018121911,0.00933553,0.004942339,0.001647446,0.040637013,0.008237232,0.006589786,0.003844042,0.018121911,0.001098298,0.019769357,0.000549149,0.000549149,0.000549149,0.004942339,0.000549149,,0.001647446,,0.004393191,,0.000549149,0.006040637,0.03239978,0.001098298,,0.000549149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.672,8.6
2242,호연빌딩,"기업,빌딩",서울특별시 마포구 서교동 404-13 ,192888.0136,449729.2121,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.839,10.6
2243,호요 홍대점,이자카야,서울특별시 마포구 서교동 358-121 철록헌 ,193101.7423,450067.4562,,979,745,히로시마풍 오코노미야끼 | 교토풍 오코노미야끼 | 야끼소바 | 살치살 스테이크 | 연어사시미,"17,000 | 17,000 | 17,000 | 28,000 | 25,000",0.220174817,0.000472478,0.052681313,0.061422159,0.124497992,0.037325774,0.05102764,0.026695015,0.101346563,0.000236239,0.004252303,0.01535554,0.002362391,0.058823529,0.006378455,0.012048193,0.003543586,0.001889913,0.010394519,0.015828018,0.000236239,,0.055279943,,0.001889913,0.001889913,0.009449563,,0.005433499,0.000708717,0.000236239,0.04086936,,0.000236239,0.062603355,0.000708717,0.004016064,0.000708717,0.002362391,0.005433499,,,0.000708717,,,,,,,,,,0.000236239,,0.000236239,,,,,,,,,,,,,,,,,,,0.981,13.3
2244,호쿤,이자카야,서울특별시 마포구 서교동 347-12번지 1층일부 ,193354.6456,450360.1811,,123,69,모듬꼬치8종 | [Best]나가사키짬뽕 | [Best]명란치즈감자 | [Best]호쿤소고기나베 | [Best]호쿤해물토마토스튜🌶,"28,000 | 27,000 | 19,000 | 29,000 | 28,000",0.25795053,,0.010600707,0.113074205,0.137809187,0.007067138,0.042402827,0.024734982,0.035335689,,0.014134276,0.003533569,0.003533569,,0.003533569,0.028268551,,0.007067138,0.038869258,0.045936396,,0.003533569,0.074204947,,,,,,0.035335689,,,0.049469965,,,0.03180212,,,,,0.028268551,,,,,,,,,,,0.003533569,,,,,,,,,,,,,,,,,,,,,,,1.044,13.9
2245,호프마당,"맥주,호프",서울특별시 마포구 서교동 375-27번지 1층 ,192687.9169,450167.1314,,166,60,수제돈까스 | 쥐포튀김 | 감자3종튀김 | 닭똥집튀김 | 골뱅이,"16,000 | 12,000 | 12,000 | 13,000 | 16,000",0.301538462,,,0.086153846,0.153846154,,0.012307692,0.129230769,0.012307692,,0.006153846,0.003076923,,,,0.006153846,,,0.043076923,0.003076923,,,0.116923077,,0.003076923,,,,0.015384615,,,0.067692308,,,0.012307692,,,,,0.027692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.283,16.4
2246,혼가츠,돈가스,서울특별시 마포구 서교동 358-49,193041.153,450043.4969,4.35,2020,4005,치즈돈까스 | 왕돈까스 | 냉모밀&돈까스세트 | 냉모밀 | 김치나베,"12,000 | 12,000 | 12,000 | 9,000 | 9,000",0.292119187,0.060150376,0.084377611,0.051517683,0.106377054,0.123920913,0.030632136,0.096351991,0.023948761,0.000835422,0.004455583,0.007518797,0.001113896,0.067112225,0.001949318,0.001949318,0.003620162,,0.009468115,0.003063214,0.001670844,0.001949318,0.004734057,,0.005012531,0.000835422,0.000556948,,,0.003063214,,,0.000278474,,,0.008632693,0.000278474,,0.000278474,,,,0.000278474,0.000278474,,,,,,,,,0.001113896,,0.000556948,,,,,,,,,,,,,,,,,,,0.921,12.5
2247,혼밥대왕 홍대점,한식,서울특별시 마포구 서교동 343-13 ,193316.3957,450160.6508,,93,12,고기 도시락 + 찌개 set | 우삼겹비빔밥+미니장국 | 제주흑돼지김치찌개 | [육즙팡팡] 고기 도시락+장국 | 계란 가득 비빔밥(후라이3개),"19,900 | 10,500 | 10,400 | 11,400 | 9,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.942,12.7
2248,혼술아틀란티스,술집,서울특별시 마포구 서교동 327-27번지 지층일부(우측) ,193713.3304,450322.9613,4.77,71,170,혼자먹는안주 | 토마도 생맥주 (레드아이) | 백야의선원 | 아틀란티스 보드카 | 아틀란티스 진,"8,000 | 7,000 | 14,000 | 8,000 | 8,000",0.117241379,,,0.04137931,0.096551724,,,0.082758621,0.027586207,,0.020689655,,,,,0.124137931,,,,0.020689655,,,0.034482759,0.006896552,,,0.006896552,,0.172413793,,,0.027586207,,,0.15862069,,0.006896552,,,0.055172414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.125,15.1
2249,홍콩식당 홍대점,중식당,서울특별시 마포구 서교동 346-47번지 ,193186.9159,450282.2633,,5103,240,,,0.264282872,0.048547553,0.081405264,0.110624751,0.076857484,0.100278552,0.028196237,0.047069524,0.05934853,0.002444432,0.008129157,0.015007674,0.002728668,0.07549315,0.004377238,0.003126599,0.002671821,0.000795862,0.014666591,0.001136945,0.001478029,0.003297141,0.008413393,0.00909556,0.006082656,0.000682167,0.000682167,,0.000113695,0.001705418,0.000170542,0.000284236,0.002558126,0.000113695,0.000113695,0.001875959,0.002501279,,0.011767381,0.000284236,0.000852709,,,5.68e-05,,,,,,,0.000397931,,0.000170542,,0.000113695,,,,,,,,,,,,,,,,,,,1.178,16.4
2250,삼청당 홍대본점,분식,서울특별시 마포구 창전동 6-177 창전빌딩 ,193412.5384,450093.3923,4.7,2956,165,,,0.25130333,0.172358762,0.138099798,0.103308863,0.070858602,0.059474412,0.059261624,0.056282583,0.027556123,0.018193425,0.00914991,0.008085967,0.005213321,0.004574955,0.002766252,0.002127886,0.001808703,0.001383126,0.001276732,0.001170337,0.001063943,0.000851154,0.000851154,0.000638366,0.000319183,0.000212789,0.000212789,0.000212789,0.000106394,0.000106394,0.000106394,0.000106394,0.000106394,0.000106394,,,,,,,,,,,,,,,,0.000531971,0.000106394,0.000106394,,,,,,,,,,,,,,,,,,,,,,0.718,10.6
2251,조용한저녁,양식,서울특별시 마포구 창전동 2-31번지 1층일부(101호) ,193977.9352,450164.0375,,2872,501,타페나드 부르스케타 | 로메스코 쉬림프 | 닭다리살구이,"3,500 | 10,000 | 24,000",0.241329059,0.009035267,0.083066161,0.106965899,0.141649665,0.015738852,0.079860099,0.018653454,0.070241912,0.001165841,0.017487613,0.005537744,0.020110755,0.00029146,0.001457301,0.002331682,0.126202273,0.004080443,0.002623142,0.020110755,,0.00029146,0.012241329,0.00029146,0.00058292,,0.001165841,,0.002331682,0.00058292,,0.00058292,,,0.007286505,0.002623142,0.001165841,0.001165841,0.00058292,0.00058292,0.00029146,,,,,,,,,,0.00029146,,,,,,,,,,,,,,,,,,,,,,,1.3,16.5
2252,철길왕갈비살,"육류,고기요리",서울특별시 마포구 창전동 4-2 ,193891.6951,450254.1568,,2097,682,양념.생 갈비살 | 양념안창살 | 생 삼겹살 | 생 목살(왕소금구이) | 뚝배기밥,"20,000 | 25,000 | 17,000 | 17,000 | 5,000",0.292184369,0.000601202,0.075551102,0.020841683,0.07995992,0.015230461,0.006613226,0.06252505,0.00501002,0.001803607,0.000200401,0.026252505,0.000601202,0.128256513,0.003006012,,0.004609218,0.003406814,0.051102204,0.003607214,0.008216433,0.024448898,,0.001402806,0.008817635,,,,,0.006813627,0.000400802,,,0.000200401,,0.161523046,,0.000200401,,0.000801603,,,,,,,,,,,0.002805611,,0.003006012,,,,,,,,,,,,,,,,,,,,,1.18,15.7
